timestamp,open,high,low,close,volume
2023-01-01 00:00:00,40338.473702645075,41230.654244379795,39863.71240971425,40326.07931818999,1682.5784249091794
2023-01-01 01:00:00,40931.21818311281,41590.916180973865,39339.94765870235,40378.24931048531,1342.2530057398715
2023-01-01 02:00:00,40605.79170295144,41046.46076261269,39609.32406106995,40605.07968318639,1166.8378149927996
2023-01-01 03:00:00,40900.84780696902,41679.1518527831,39041.81005051776,40493.646457931296,1046.0514849159058
2023-01-01 04:00:00,40058.17492888963,41392.94534556459,39722.22177605391,40793.59133466999,1189.0111278870854
2023-01-01 05:00:00,40978.375528532444,41026.43649490242,39445.83975721399,40404.40337424432,1881.6763768016258
2023-01-01 06:00:00,40699.67063076299,41628.35925989806,39478.56492553907,40946.08767228902,1441.1344824995135
2023-01-01 07:00:00,40201.40330458363,41953.084139739614,39702.74526858789,40059.933814103875,1250.1078149319062
2023-01-01 08:00:00,40275.59073207292,41679.90232888892,39614.85379348671,40720.04380559897,1496.673038996615
2023-01-01 09:00:00,40092.2269731212,41853.93945959649,39844.69483712465,40241.97905532872,1382.6863840462388
2023-01-01 10:00:00,40475.24788334572,41426.6420231546,39241.921274906905,40818.449647559755,1493.5910985991568
2023-01-01 11:00:00,40934.211107265895,41943.487460072516,39812.384995622684,40119.845521362426,1657.9075718772824
2023-01-01 12:00:00,40864.1794609885,41230.78392164176,39778.90233091554,40179.73216239614,1244.1068196803149
2023-01-01 13:00:00,40997.41848748137,41252.04872349563,39521.739247039186,40149.83027590124,1330.2731214255637
2023-01-01 14:00:00,40088.19665261415,41231.22555373042,39512.80116071949,40939.95273157001,1579.39389010073
2023-01-01 15:00:00,40803.11797286392,41691.65262831081,39737.55113011536,40231.37834620169,1919.9276675364733
2023-01-01 16:00:00,40657.66515021013,41876.52884748889,39962.979721233125,40819.383799901174,1653.7765041700359
2023-01-01 17:00:00,40455.530648990265,41664.40926912278,39831.79085687563,40496.019732111155,1447.0177380465216
2023-01-01 18:00:00,40499.77745254532,41234.298234448,39787.444634816675,40150.56598369851,1250.2545992363187
2023-01-01 19:00:00,40883.24713087214,41102.114616835875,39318.75965465071,40648.346978511574,1968.8427900960041
2023-01-01 20:00:00,40460.76041998616,41634.59187245517,39811.253451394456,40827.63209871187,1531.6613077274244
