timestamp,open,high,low,close,volume,rsi,macd_line,signal_line,histogram,sma_20,sma_50,target
2023-01-05 05:00:00,40413.39469937323,41704.42282127081,39562.31843876629,40817.63284346921,1437.1113832557294,54.980883811334635,108.73687311061076,-14.582709932817828,123.3195830434286,40388.91069504206,40391.58297243596,1
2023-01-05 06:00:00,40331.57605231621,41801.36772480569,39517.06257984824,40864.48004200563,1106.515025473651,55.50199905800151,152.8285697233223,6.685754384916638,146.14281533840565,40406.637053169936,40405.835158921436,0
2023-01-05 07:00:00,40177.09102522351,41818.53829453378,39673.16614630123,40032.498297261234,1176.3489923458535,45.441788196885476,86.25759463824215,24.913101662247048,61.34449297599511,40373.07853299922,40406.125633848176,1
2023-01-05 08:00:00,40622.42244786165,41316.89452016087,39436.08356791978,40188.69176602263,1445.5079573019502,47.37047480922794,33.08572226915567,40.29052199405527,-7.204799724899601,40362.915354236844,40406.45494420734,1
2023-01-05 09:00:00,40173.58562605519,41608.41764662406,39169.91827902172,40244.04568604128,1295.6759470701777,48.071092214289074,43.95859351493709,54.687735005424145,-10.729141490487052,40370.09938150138,40399.885634322265,1
2023-01-05 10:00:00,40876.08935338148,41549.02051014841,39149.57392587343,40765.787540354286,1370.066358311297,54.252793667777105,82.28812202181871,67.25584817587675,15.032273845941958,40402.9688648195,40410.58783237575,0
2023-01-05 11:00:00,40387.51696782771,41107.21763795745,39894.29672414313,40576.548802059806,1425.5865762647095,51.84221431929238,98.03706997592235,78.01743848183509,20.019631494087264,40427.78131683546,40403.0270074087,0
2023-01-05 12:00:00,40263.21478897266,41588.595234944536,39511.32688792367,40541.34561580723,1064.3136973144915,51.384819988339906,108.46796301350696,85.24053779918339,23.227425214323574,40453.94861490697,40409.39284863276,1
2023-01-05 13:00:00,40970.98826634696,41869.250109694665,39430.00533130018,40933.98240459118,1148.20329556858,56.04312327308333,114.45350638429954,92.01266829464618,22.44083808965337,40491.217855777126,40408.721132297964,0
2023-01-05 14:00:00,40250.43529282248,41085.06049740447,39962.66216404765,40394.77952904368,1834.535918492328,49.08698629534397,87.46441395650618,89.64906172196788,-2.1846477654617047,40503.251324552926,40416.579234982186,1
